龙头|1551
鼓励|1550
黄金|1549
高速|1548
高级|1547
高管|1546
高端|1545
高点|1544
高效|1543
高开|1542
高度|1541
高位|1540
高于|1539
香港|1538
首次|1537
首日|1536
首席|1535
食品饮料|1534
食品|1533
风险|1532
额度|1531
频繁|1530
领跌|1529
领涨|1528
领导|1527
领域|1526
领先|1525
预计|1524
预警|1523
预示|1522
预测|1521
预案|1520
预期|1519
预增|1518
预告|1517
顾问|1516
顺利|1515
项目|1514
韩国|1513
面积|1512
面对|1511
面临|1510
青睐|1509
震荡|1508
需求|1507
零售|1506
集团|1505
集体|1504
难度|1503
难以|1502
隔夜|1501
随后|1500
陷入|1499
限购|1498
降息|1497
降幅|1496
降准|1495
降低|1494
降价|1493
陆续|1492
阶段性|1491
阶段|1490
防范|1489
门槛|1488
长远|1487
长江|1486
长期|1485
销量|1484
销售收入|1483
销售|1482
银行业|1481
银行|1480
银监会|1479
铁路|1478
钢铁|1477
针对|1476
金额|1475
金融机构|1474
金融市场|1473
金融危机|1472
金融|1471
金属|1470
量化|1469
重视|1468
重组|1467
重点|1466
重庆|1465
释放|1464
采购|1463
采访|1462
采用|1461
配置|1460
配套|1459
配合|1458
部门|1457
部长|1456
部署|1455
避险|1454
遭遇|1453
逼近|1452
逻辑|1451
速度|1450
通道|1449
通胀|1448
通知|1447
通信|1446
透露|1445
选择|1444
适度|1443
退市|1442
迹象|1441
连续|1440
违规|1439
远远|1438
进程|1437
进度|1436
进展|1435
进口|1434
进一步|1433
这次|1432
这是|1431
这一|1430
还要|1429
还会|1428
近期|1427
近日|1426
近年来|1425
运输|1424
运行|1423
运营|1422
运作|1421
迎来|1420
过程|1419
过度|1418
过剩|1417
过于|1416
达成|1415
较强|1414
较大|1413
较前|1412
较为|1411
软件|1410
转让|1409
转移|1408
转型|1407
转向|1406
跟踪|1405
距离|1404
跌至|1403
跌破|1402
跌幅|1401
跌停|1400
足够|1399
趋势|1398
越来越|1397
超过|1396
超跌|1395
超出|1394
起到|1393
走高|1392
走强|1391
走向|1390
走势|1389
走出|1388
走低|1387
赚钱|1386
资金面|1385
资金|1384
资讯|1383
资源|1382
资格|1381
资本|1380
资料|1379
资产|1378
费用|1377
贸易|1376
贷款|1375
贵州|1374
贯彻落实|1373
购房|1372
购买|1371
质量|1370
质疑|1369
货币政策|1368
货币|1367
账户|1366
责任|1365
财经|1364
财政部|1363
财政政策|1362
财政|1361
财富|1360
财务|1359
贡献|1358
负面|1357
负责人|1356
负责|1355
负担|1354
谨慎|1353
调研|1352
调查|1351
调整|1350
调控|1349
诸多|1348
说法|1347
详细|1346
该行|1345
该股|1344
试点|1343
评级|1342
评估|1341
评价|1340
证监会|1339
证明|1338
证券时报|1337
证券报|1336
证券市场|1335
证券公司|1334
证券|1333
设计|1332
设立|1331
